c1,c2,c3,place,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Families in the group (Number),"900,000 - 999,000 DKK","Single people, total",Randers,30,46,36,51,59,62,65,93,111,141
Families in the group (Number),"900,000 - 999,000 DKK","Single people, total",Samsø,..,..,..,..,..,..,..,..,5,..
Families in the group (Number),"900,000 - 999,000 DKK","Single people, total",Silkeborg,51,51,57,67,82,76,90,114,124,152
Families in the group (Number),"900,000 - 999,000 DKK","Single people, total",Skanderborg,27,39,54,55,63,74,78,109,110,124
Families in the group (Number),"900,000 - 999,000 DKK","Single people, total",Syddjurs,33,30,21,30,30,31,43,63,36,63
Families in the group (Number),"900,000 - 999,000 DKK","Single people, total",Aarhus,279,274,315,323,363,375,454,571,557,724
Families in the group (Number),"900,000 - 999,000 DKK","Single people, total",Herning,34,52,45,51,47,56,86,108,98,128
Families in the group (Number),"900,000 - 999,000 DKK","Single people, total",Holstebro,23,24,25,36,32,34,41,56,43,52
Families in the group (Number),"900,000 - 999,000 DKK","Single people, total",Ikast-Brande,16,20,13,21,19,31,34,51,39,48
Families in the group (Number),"900,000 - 999,000 DKK","Single people, total",Lemvig,10,14,18,16,19,11,12,18,23,20
Families in the group (Number),"900,000 - 999,000 DKK","Single people, total",Ringkøbing-Skjern,24,31,18,32,40,43,49,44,50,83
Families in the group (Number),"900,000 - 999,000 DKK","Single people, total",Skive,16,20,18,22,15,18,30,39,28,50
Families in the group (Number),"900,000 - 999,000 DKK","Single people, total",Struer,9,7,10,..,8,7,10,19,18,32
Families in the group (Number),"900,000 - 999,000 DKK","Single people, total",Viborg,55,32,61,50,70,75,79,115,114,152
Families in the group (Number),"900,000 - 999,000 DKK","Single people, total",Brønderslev,10,14,17,25,15,19,19,19,23,31
Families in the group (Number),"900,000 - 999,000 DKK","Single people, total",Frederikshavn,32,31,39,34,36,35,37,49,56,70
Families in the group (Number),"900,000 - 999,000 DKK","Single people, total",Hjørring,37,52,43,37,42,42,46,55,68,79
Families in the group (Number),"900,000 - 999,000 DKK","Single people, total",Jammerbugt,12,13,17,9,22,16,28,35,39,32
Families in the group (Number),"900,000 - 999,000 DKK","Single people, total",Læsø,..,..,..,..,..,..,..,..,8,..
Families in the group (Number),"900,000 - 999,000 DKK","Single people, total",Mariagerfjord,20,20,16,24,26,40,45,35,48,57
Families in the group (Number),"900,000 - 999,000 DKK","Single people, total",Morsø,..,..,7,9,..,10,9,15,21,7
Families in the group (Number),"900,000 - 999,000 DKK","Single people, total",Rebild,9,15,16,21,26,23,28,27,33,36
Families in the group (Number),"900,000 - 999,000 DKK","Single people, total",Thisted,15,11,15,15,18,23,27,44,40,52
Families in the group (Number),"900,000 - 999,000 DKK","Single people, total",Vesthimmerlands,9,14,13,16,22,15,25,26,26,25
Families in the group (Number),"900,000 - 999,000 DKK","Single people, total",Aalborg,123,145,145,144,147,198,232,281,269,323
Families in the group (Number),"1 million DKK, and more","Families, total",All Denmark,218336,237316,253423,275444,294620,319188,375218,417680,421551,486758
Families in the group (Number),"1 million DKK, and more","Families, total",Copenhagen,20843,23286,25525,28079,31145,34697,40923,45824,47297,55237
Families in the group (Number),"1 million DKK, and more","Families, total",Frederiksberg,6072,6566,6981,7430,7925,8428,9491,10211,10163,11641
Families in the group (Number),"1 million DKK, and more","Families, total",Dragør,1257,1358,1392,1485,1595,1690,1849,1948,1953,2186
Families in the group (Number),"1 million DKK, and more","Families, total",Tårnby,1648,1846,1988,2206,2431,2677,3245,3593,3696,4372
Families in the group (Number),"1 million DKK, and more","Families, total",Albertslund,798,893,929,969,1038,1090,1295,1459,1439,1753
Families in the group (Number),"1 million DKK, and more","Families, total",Ballerup,2287,2474,2646,2763,2952,3162,3605,3923,3911,4664
Families in the group (Number),"1 million DKK, and more","Families, total",Brøndby,844,955,1075,1089,1175,1277,1555,1742,1821,2297
Families in the group (Number),"1 million DKK, and more","Families, total",Gentofte,8967,9416,9661,9881,10078,10473,11031,11770,11348,12590
Families in the group (Number),"1 million DKK, and more","Families, total",Gladsaxe,3738,4020,4312,4590,4840,5146,5910,6354,6348,7251
Families in the group (Number),"1 million DKK, and more","Families, total",Glostrup,871,982,1026,1070,1195,1317,1576,1711,1769,2016
Families in the group (Number),"1 million DKK, and more","Families, total",Herlev,1144,1273,1350,1430,1530,1676,2004,2216,2246,2624
Families in the group (Number),"1 million DKK, and more","Families, total",Hvidovre,1991,2165,2321,2568,2805,3080,3695,4040,4118,4772
Families in the group (Number),"1 million DKK, and more","Families, total",Høje-Taastrup,1782,1926,2027,2140,2303,2434,2881,3239,3262,3955
Families in the group (Number),"1 million DKK, and more","Families, total",Ishøj,492,519,576,634,668,721,914,1023,1083,1332
Families in the group (Number),"1 million DKK, and more","Families, total",Lyngby-Taarbæk,5181,5480,5645,5845,6118,6363,6806,7326,7262,7984
Families in the group (Number),"1 million DKK, and more","Families, total",Rødovre,1383,1502,1674,1803,2020,2227,2769,3026,3114,3683
Families in the group (Number),"1 million DKK, and more","Families, total",Vallensbæk,889,954,982,1069,1143,1202,1406,1512,1507,1754
Families in the group (Number),"1 million DKK, and more","Families, total",Allerød,2418,2582,2698,2784,2938,3140,3443,3661,3635,4053
Families in the group (Number),"1 million DKK, and more","Families, total",Egedal,2971,3184,3363,3561,3777,3995,4613,5048,5068,5935
Families in the group (Number),"1 million DKK, and more","Families, total",Fredensborg,2754,2904,3039,3179,3316,3464,3855,4229,4209,4822
Families in the group (Number),"1 million DKK, and more","Families, total",Frederikssund,2049,2218,2399,2584,2729,2942,3500,3761,3743,4437
Families in the group (Number),"1 million DKK, and more","Families, total",Furesø,3747,4016,4193,4402,4534,4707,5150,5539,5634,6220
Families in the group (Number),"1 million DKK, and more","Families, total",Gribskov,1822,1965,2047,2213,2335,2486,2929,3249,3239,3796
Families in the group (Number),"1 million DKK, and more","Families, total",Halsnæs,844,949,1032,1135,1236,1364,1673,1835,1829,2233
Families in the group (Number),"1 million DKK, and more","Families, total",Helsingør,3197,3423,3601,3859,3962,4259,4913,5476,5411,6282
Families in the group (Number),"1 million DKK, and more","Families, total",Hillerød,3214,3471,3652,3857,4030,4251,4874,5265,5343,6242
Families in the group (Number),"1 million DKK, and more","Families, total",Hørsholm,2923,3042,3126,3208,3265,3415,3635,3827,3736,4100
Families in the group (Number),"1 million DKK, and more","Families, total",Rudersdal,6767,7086,7329,7466,7701,8057,8464,9176,8856,9721
Families in the group (Number),"1 million DKK, and more","Families, total",Bornholm,614,689,740,864,921,999,1193,1374,1386,1691
Families in the group (Number),"1 million DKK, and more","Families, total",Greve,2956,3179,3341,3593,3766,3943,4527,4902,4969,5756
Families in the group (Number),"1 million DKK, and more","Families, total",Køge,2560,2862,3005,3200,3498,3797,4480,4984,5093,5885
Families in the group (Number),"1 million DKK, and more","Families, total",Lejre,1536,1691,1809,1869,1978,2137,2417,2667,2685,3133
Families in the group (Number),"1 million DKK, and more","Families, total",Roskilde,5525,5850,6228,6652,7010,7544,8531,9281,9385,10609
Families in the group (Number),"1 million DKK, and more","Families, total",Solrød,1508,1659,1766,1857,2000,2147,2497,2726,2738,3120
Families in the group (Number),"1 million DKK, and more","Families, total",Faxe,1051,1153,1263,1361,1470,1609,1937,2193,2232,2653
Families in the group (Number),"1 million DKK, and more","Families, total",Guldborgsund,1176,1304,1372,1560,1646,1817,2316,2669,2665,3078
Families in the group (Number),"1 million DKK, and more","Families, total",Holbæk,2418,2648,2939,3195,3451,3749,4507,5135,5260,6155
Families in the group (Number),"1 million DKK, and more","Families, total",Kalundborg,1434,1537,1747,1787,1941,2139,2606,2892,2956,3598
Families in the group (Number),"1 million DKK, and more","Families, total",Lolland,696,731,756,799,840,939,1137,1330,1298,1573
Families in the group (Number),"1 million DKK, and more","Families, total",Næstved,2332,2605,2823,3128,3358,3700,4488,5063,5034,5875
Families in the group (Number),"1 million DKK, and more","Families, total",Odsherred,707,773,809,899,999,1063,1342,1506,1494,1732
Families in the group (Number),"1 million DKK, and more","Families, total",Ringsted,1219,1311,1409,1520,1636,1815,2181,2412,2500,2921
Families in the group (Number),"1 million DKK, and more","Families, total",Slagelse,1879,2128,2290,2528,2685,2993,3717,4167,4230,5063
Families in the group (Number),"1 million DKK, and more","Families, total",Sorø,1009,1100,1182,1315,1367,1523,1836,2079,2143,2440
Families in the group (Number),"1 million DKK, and more","Families, total",Stevns,750,844,910,985,1086,1143,1401,1621,1654,1919
Families in the group (Number),"1 million DKK, and more","Families, total",Vordingborg,1032,1188,1252,1379,1477,1588,1981,2264,2271,2624
Families in the group (Number),"1 million DKK, and more","Families, total",Assens,1085,1183,1266,1413,1549,1636,1991,2265,2247,2607
Families in the group (Number),"1 million DKK, and more","Families, total",Faaborg-Midtfyn,1262,1322,1456,1599,1774,1922,2323,2623,2677,3261
Families in the group (Number),"1 million DKK, and more","Families, total",Kerteminde,710,731,787,875,925,1013,1233,1386,1431,1664
Families in the group (Number),"1 million DKK, and more","Families, total",Langeland,177,187,203,222,225,277,338,407,432,491
Families in the group (Number),"1 million DKK, and more","Families, total",Middelfart,1445,1575,1675,1891,2035,2217,2590,2932,2990,3468
Families in the group (Number),"1 million DKK, and more","Families, total",Nordfyns,741,809,828,941,1047,1131,1408,1534,1579,1851
Families in the group (Number),"1 million DKK, and more","Families, total",Nyborg,768,851,917,991,1120,1257,1479,1748,1776,2080
Families in the group (Number),"1 million DKK, and more","Families, total",Odense,5700,6147,6591,7191,7804,8449,10254,11430,11535,13406
Families in the group (Number),"1 million DKK, and more","Families, total",Svendborg,1655,1781,1888,2094,2202,2402,2980,3330,3376,3926
Families in the group (Number),"1 million DKK, and more","Families, total",Ærø,126,124,119,122,124,147,169,214,209,251
Families in the group (Number),"1 million DKK, and more","Families, total",Billund,828,903,1019,1073,1157,1261,1471,1682,1850,2082
Families in the group (Number),"1 million DKK, and more","Families, total",Esbjerg,3945,4170,4431,4746,5007,5452,6470,7319,7311,8595
Families in the group (Number),"1 million DKK, and more","Families, total",Fanø,124,129,123,153,160,180,214,226,231,254
Families in the group (Number),"1 million DKK, and more","Families, total",Fredericia,1665,1812,1927,2139,2279,2482,2940,3269,3314,3800
Families in the group (Number),"1 million DKK, and more","Families, total",Haderslev,1492,1561,1647,1846,2000,2126,2677,2974,2980,3393
Families in the group (Number),"1 million DKK, and more","Families, total",Kolding,3420,3800,4133,4465,4775,5168,6065,6704,6771,7769
Families in the group (Number),"1 million DKK, and more","Families, total",Sønderborg,2136,2334,2482,2800,2925,3138,3694,4203,4168,4776
Families in the group (Number),"1 million DKK, and more","Families, total",Tønder,737,811,905,1066,1112,1276,1502,1689,1747,1997
Families in the group (Number),"1 million DKK, and more","Families, total",Varde,1475,1524,1627,1868,1947,2148,2570,3042,3096,3537
Families in the group (Number),"1 million DKK, and more","Families, total",Vejen,1160,1278,1312,1530,1629,1824,2190,2491,2489,2948
Families in the group (Number),"1 million DKK, and more","Families, total",Vejle,4394,4851,5325,5827,6298,6889,8108,9119,9394,10644
Families in the group (Number),"1 million DKK, and more","Families, total",Aabenraa,1508,1587,1707,1949,2014,2234,2639,3097,3068,3539
Families in the group (Number),"1 million DKK, and more","Families, total",Favrskov,1949,2145,2287,2560,2835,2967,3618,4029,4175,4740
Families in the group (Number),"1 million DKK, and more","Families, total",Hedensted,1558,1714,1796,2032,2203,2433,2904,3272,3324,3778
Families in the group (Number),"1 million DKK, and more","Families, total",Horsens,2608,2935,3163,3535,3886,4275,5258,5998,6143,7010
Families in the group (Number),"1 million DKK, and more","Families, total",Norddjurs,758,829,877,1006,1030,1151,1445,1654,1682,1934
Families in the group (Number),"1 million DKK, and more","Families, total",Odder,820,867,930,1074,1125,1243,1533,1703,1714,1998
Families in the group (Number),"1 million DKK, and more","Families, total",Randers,2500,2800,3088,3431,3691,3998,4919,5504,5639,6506
Families in the group (Number),"1 million DKK, and more","Families, total",Samsø,69,79,80,83,99,118,136,158,151,159
Families in the group (Number),"1 million DKK, and more","Families, total",Silkeborg,3386,3814,4143,4593,4979,5411,6714,7624,7764,9082
Families in the group (Number),"1 million DKK, and more","Families, total",Skanderborg,2929,3244,3546,3919,4234,4665,5631,6289,6277,7191
Families in the group (Number),"1 million DKK, and more","Families, total",Syddjurs,1312,1401,1517,1747,1855,2077,2537,2906,2873,3298
Families in the group (Number),"1 million DKK, and more","Families, total",Aarhus,12763,13961,15033,16287,17420,18966,22094,24400,24419,28197
Families in the group (Number),"1 million DKK, and more","Families, total",Herning,2603,2849,3090,3501,3822,4189,5148,5754,5883,6526
Families in the group (Number),"1 million DKK, and more","Families, total",Holstebro,1665,1831,1878,2092,2239,2488,3088,3550,3516,4130
Families in the group (Number),"1 million DKK, and more","Families, total",Ikast-Brande,1088,1193,1262,1471,1594,1746,2114,2416,2519,2940
Families in the group (Number),"1 million DKK, and more","Families, total",Lemvig,636,685,701,808,821,896,1063,1189,1130,1351
Families in the group (Number),"1 million DKK, and more","Families, total",Ringkøbing-Skjern,1691,1803,1880,2150,2292,2499,2991,3390,3380,3870
Families in the group (Number),"1 million DKK, and more","Families, total",Skive,1058,1166,1301,1456,1547,1682,2075,2356,2363,2757
Families in the group (Number),"1 million DKK, and more","Families, total",Struer,518,573,588,688,709,796,949,1099,1053,1218
Families in the group (Number),"1 million DKK, and more","Families, total",Viborg,2923,3192,3390,3923,4105,4491,5413,6163,6246,7025
Families in the group (Number),"1 million DKK, and more","Families, total",Brønderslev,854,926,997,1153,1271,1391,1737,1985,2002,2328
Families in the group (Number),"1 million DKK, and more","Families, total",Frederikshavn,1417,1536,1598,1795,1948,2110,2544,2894,2861,3448
Families in the group (Number),"1 million DKK, and more","Families, total",Hjørring,1602,1746,1830,2039,2188,2386,2964,3343,3348,3848
Families in the group (Number),"1 million DKK, and more","Families, total",Jammerbugt,934,1030,1080,1191,1294,1419,1721,2069,2085,2447
Families in the group (Number),"1 million DKK, and more","Families, total",Læsø,32,34,39,47,42,47,53,70,65,76
